show,rating,title,content,company,author,date
A Raisin in the Sun,8,A Raisin in the Sun,"What happens to a play revived? A Raisin in the Sun, Lorraine Hansberry's powerful 1959 drama, has certainly not dried up: It bursts with intense family conflict, racial politics and social consciousness. Nor, in its new incarnation, does it sag with the heavy load of an underqualified star, as the 2004 Sean Combs revival did. The pivotal role of Walter Lee Younger-a restless Chicago chauffeur and would-be/won't-be entrepreneur-is played by Denzel Washington; though 20 years older than Walter Lee, he is persuasively youthful (with an apt suggestion of seeming old before his time), and brings considerable charm and magnetism to a difficult, often unsympathetic role. Neither, however, does this production quite explode. Directed by Kenny Leon, who also helmed the 2004 version, this is a credible, realistically scaled account of a still-vital classic.",Time Out NY,Adam Feldman,04/03/2014
A Raisin in the Sun,8,STAGE REVIEW A Raisin in the Sun,"Denzel Washington is a powerful presence as restless working-class family man Walter Lee Younger in A Raisin in the Sun...The minute he walks on stage, the Oscar winner receives a roar of audience delight, and his tightly coiled physicality is a pleasure to watch, with one caveat: Washington's characteristic aura of forceful energy, as well as the 59-year-old actor's middle-aged maturity, throws off the emotional balance of this smooth new production, directed by Kenny Leon a decade after he staged a previous Broadway revival of the show. While Washington's charisma is a great boost for ticket sales, his vitality contradicts just how precarious the dreams of Walter, written as a younger, weaker black man, really are.",Entertainment Weekly,Lisa Schwarzbaum,04/03/2014
A Raisin in the Sun,7,"First Nighter: Denzel Washington Good, Not So Good in ""A Raisin in the Sun""","For this version, Walter Lee describes himself as 40, and therein lies the problem. Washington is 59, and can get away (almost) with appearing as a man almost 20 years younger than he is, but something is still wrong. Hansberry intends Walter Lee's playing fast and loose with the much needed incoming funds to be attributed to a young man's impetuosity. His behavior in those circumstances is understandable if not excusable. Washington, on the other hand, looks too much like a man who long should have known better...Having established all that, I should add that the manner in which Washington skews Hansberry's purpose probably won't bother the actor's fans. They'll be thrilled again to see him up close and personal. And it isn't as if--aside from the way he's miscast himself (the revival is, of course, his choice)--he doesn't give a committed performance.",Huffington Post,David Finkle,04/03/2014
A Raisin in the Sun,7,Theater review: 'A Raisin in the Sun',"And Washington, despite his fine work, doesn't reach down to reveal the shattering impact on Walter of his dream's destruction. The one performer who allows us inside is Okonedo, a British actress making a superb New York stage debut. Using all the details of the actor's art - small gestures, slight changes in expression - she somehow reveals Ruth's soul. And that makes her longing to establish the family in its own home the most affecting dream of all.",NorthJersey.com,Robert Feldberg,04/03/2014
A Raisin in the Sun,6,Denzel doesn't fit Younger role in 'Raisin in the Sun',"This age problem is, at minimum, a distraction, an elephant in the room for a play that deserves no such issue in its way. I'd argue it does some damage to the actual play itself, an issue never more apparent than when Lena ""Mama"" Younger (LaTanya Richardson Jackson) turns to her daughter-in-law Ruth (Sophie Okonedo) and marvels at how her immature son, having just kicked out a representative from the white residents' association, played by David Cromer, finally has come into his manhood. One is aware that one just has watched a scene of power and assertion, but the notion of the arrival of some kind of delayed maturity for a young man who has felt like a coiled-up spring is, well, stupid. What was everyone thinking? There is one exceptionally fine performance in this otherwise mostly unremarkable revival, staged on a set by Mark Thompson that feels overly fancy for a Chicago apartment house. Okonedo's world-weary but hopeful Ruth is a beautiful piece of acting, at once determined, kind, hopeful, loving and sad.",Chicago Tribune,Chris Jones,04/03/2014
A Raisin in the Sun,5,Theater review: 'A Raisin in the Sun' -- 2 stars,"It's too bad Denzel Washington didn't play Walter Lee, the dissatisfied 35-year-old protagonist of Lorraine Hansberry's monumental 1959 African-American family drama ""A Raisin in the Sun,"" 25 years ago. Now at age 59, there is no escaping the reality that Washington is simply too old to convincingly play the role, resulting in a fundamental imbalance and lack of credibility to the new Broadway revival...In addition to the age issue, Washington overplays Walter Lee's moodiness and often adds an inappropriately jocular and hammy tone, encouraging the audience to laugh during some of the play's most heartbreaking moments. Rose, who sparkles in scene after scene, ends up stealing the show. As Walter Lee's wife Ruth, Sophie Okonedo comes off as one-dimensionally plain and stern. Jackson too is disappointing. David Cromer, best known as a director, is out of place as the community representative who tries to bribe the family to not move to a white suburb.",amNY,Matt Windman,04/03/2014
King Lear,10,Glenda Jackson holds court as Broadway's King Lear: EW review,"There are any number of quotes from King Lear that one might employ to kick off a discussion of how fully Glenda Jackson embodies William Shakespeare's disintegrating ruler. ""Every inch a King,"" might do, though it is spoken ironically in Act IV, when things have fallen well apart. Rather, what came to mind not long into a viewing of director Sam Gold's outstanding production of Lear now at New York's Cort Theatre, was the bit of dialogue above, from Terrence McNally's 1994 play Love! Valour! Compassion!. Machismo just begins to graze it. The tragedy of the mad king is a study of masculine power battling its own decline and Jackson, with self-ruinous male ego animating her wiry frame, feasts on the notoriously challenging role.",Entertainment Weekly,Allison Adato,04/04/2019
King Lear,9,Glenda Jackson Earns Crown In Broadway’s ‘King Lear’: Review,"Wilson, her vocal delivery as elastic, youthful and whoop-whooping as Jackson's is throaty and grave, is handed one of Gold's strongest theatrical ideas late in the play, as the Fool prepares to take his leave, Cordelia soon to return (in all-black pseudo-Marxist revolutionary garb, no less). Scholars have long debated on whether the Fool is actually Cordelia in disguise, and judging from a simple, revealing coup de theatre, Gold suggests he has the answer. It isn't the first or last moment of truth in this extraordinary production.",Deadline,Greg Evans,04/04/2019
King Lear,9,Glenda Jackson roars in an amazing 'King Lear’ on Broadway: review,"She looks like no King Lear you've ever seen before - a small, thin woman in a black suit, her silver pageboy combed neatly to the side. Yet when the legendary British actress Glenda Jackson begins to speak - and then to fulminate and rage as only the narcissistic, aggrieved Lear can - she mows down men three times her size. The contrast is thrilling, and a key to the success of Sam Gold's smashing new production of the Shakespeare chestnut, now playing at the Cort Theatre on Broadway. This is a ""King Lear"" that wholly captures the complexities and contradictions of its title character, a still-roaring lion who refuses to accept that winter has dawned.",NJ.com,Christopher Kelly,04/04/2019
King Lear,8,BWW Review: Glenda Jackson is Wickedly Fun in Sam Gold's Surprisingly Comic Take on Shakespeare's KING LEAR,"As the political power struggle intensifies and the body count begins to rise, Gold guides his actors to a smooth transition into the tension and tragedy of its climax. Jackson's Lear is no less pitiable in the play's final moments than he might have been with a less presentational performance. But for audiences, the journey getting to those final moments is a just a little more kick-back enjoyable than usual.",BroadwayWorld,Michael Dale,04/04/2019
