,show,rating,title,content,company,author,date
595,Anastasia,8,Anastasia,"As Anastasia piles discovery upon discovery, the happiest surprise is how consistently good the musical turns out to be. Smartly adapted by Terrence McNally from the 1997 animated film and the 1956 Ingrid Bergman movie-with Stephen Flaherty and Lynn Ahrens impressively expanding their score from the former-Anastasia is a sweeping adventure, romance and historical epic whose fine craftsmanship will satisfy musical-theater fans beyond the show's ideal audience of teenage girls. (When I saw it, a second-act kiss was greeted with deafening shrieks of approval.)",TimeOut NY,Adam Feldman,04/24/2017
596,Anastasia,8,'Anastasia': Theater Review,"The key selling point of this pretty but anodyne musical, which ends up being more satisfying than the sum of its parts. It's a fairy-tale whose princess chooses her own kind of prince, a destiny foretold in the stirring shared childhood recollection of Dmitry and Anya, ""In a Crowd of Thousands."" It's kitschy, old-fashioned entertainment given a relatively sophisticated presentation, and you have to acknowledge its success when you hear the target demographic swoon on cue.",Hollywood Reporter,David Rooney,04/24/2017
597,Anastasia,8,Review: ‘Anastasia’ Lives Again on Broadway,"If you are particular about Russian political and cultural history, you might want to be gripping a stress ball before taking your seat at the musical Anastasia on Broadway. If you want to watch a proudly old-school Broadway musical with the best snow effects ever (thank you, projection designer Aaron Rhyne), however, then no stress balls needed. Despite a closing curtain of narrative ambiguity, this lushly orchestrated, gently delightful musical, directed by Darko Tresnjak, takes the view that the famous daughter of the Romanovs did survive the massacre of the Russian imperial family at the hands of the Bolsheviks in 1918, and-having fallen in with a loveable conman and louche aristocrat-sets off for Paris to prove her identity to her surviving grandmother.",Daily Beast,Tim Teeman,04/24/2017
598,Anastasia,8,"Broadway Review: ‘Anastasia,’ The Musical","Young women and girls in search of a new Broadway role model need look no further than the title character in ""Anastasia,"" the sumptuous fairy tale of a musical that should please the kids, satisfy the sentimental and comfort those who thought the old templates for musical comedy were passé. The broad strokes of the familiar - a romantic young couple, a villain in hot pursuit, comic supporting characters, an endearing family member - can still be irresistible when combined with taste, craftsmanship and a willing suspension of disbelief.",Variety,Frank Rizzo,04/24/2017
599,Anastasia,7,Anastasia,"Released in 1997, Anastasia was a dazzling 94-minute animated movie musical. Twenty years later, it's a fidget-inducing, two-and-a-half-hour Broadway musical, with a production not nearly animated enough to warrant that running time.",Entertainment Weekly,Caitlin Brody,04/24/2017
600,Anastasia,7,"In Broadway's 'Anastasia,' the screens put our princess in a corner","Alas for imperial Russia and the family of Czar Nicholas II, the 17-year-old Grand Duchess Anastasia Nikolaevna was murdered in 1918 by the Cheka, Vladimir Lenin's secret police. But since princesses have a unique ability to skate above republican sentiment and the harsh realities of forensic science, the legend of a surviving Anastasia has lived on in popular culture, most famously as a 1997 animated musical film, scored by Lynn Ahrens and Stephen Flaherty and wherein Anastasia was voiced by Meg Ryan, she whom no Bolshevik could ever suppress. Now Anastasia has reappeared on Broadway, the centerpiece of a new musical that works quite delightfully when the star is center stage, and struggles mightily when she is off in the wings, where the charming Christy Altomare spends far too long.",Chicago Tribune,Chris Jones,04/24/2017
601,Anastasia,7,‘Anastasia’ review,"It could be observed in terms of the physical production that nothing succeeds like excess. The drop dead gorgeous costumes are by Linda Cho. It is a good thing that the Russian court ensemble featured in the opening of the musical are brought back multiple times in ghostly re-enactments because we needed more than one look at them. This excellent ensemble variously deployed as members of the Ballet Russe, White Russian society and revolutionary thugs execute choreography by Peggy Hickey that is always mood and period appropriate. Alexander Dodge's set creates a multi-purpose gracious framing for extensive projections by Aaron Rhyne. But here once again neither a subtle nor consistent aesthetic applies. Some of the visuals are alluringly abstract while others are hyper realistic. Acres of saturated red backdrop places us in the revolution, in case we had any doubt. Snow falls and stars twinkle and flowers bloom in the eventual spring so copiously it is as though we have detoured to Oz. In aural complement, it often feels as though the show is scored like a film, such as when a chorus helpfully underpins a tense moment with a drawn gun.",Broadway News,Elizabeth Bradley,04/24/2017
602,Anastasia,7,‘Anastasia’ review: A vapid journey to the past on Broadway,"Now ""Anastasia,"" inspired by the 1956 Ingrid Bergman film but mostly the 1997 animation, does have plenty of snow - lovely fat snowflakes that flit like fireflies behind the semicircle of graceful windows (designed by Alexander Dodge) that twirl and reveal scenes from St. Petersburg to Paris. This one also has a score by Stephen Flaherty and Lynn Ahrens, who wrote the music for the cartoon that catapulted the song, ""Journey to the Past,"" to pop stardom. For the Broadway version, they have teamed up with playwright Terrence McNally, their collaborator for the far superior ""Ragtime."" More power ballads have been added to the pretty but dispiritingly predictable story of Anastasia, the princess who, as rumor once had it, may have escaped the revolution's firing squad as a child in 1918.",Newsday,Linda Winer,04/24/2017
603,Anastasia,6,"Review: ‘Anastasia,’ a Russian Princess With an Identity Crisis","Those mid-20th-century musicals that must've sounded like a good idea at the time, but tend to be remembered today only by hard-core aficionados of the genre. They were frothy but earnest shows, set in distant times and foreign lands, with titles like ""Mata Hari"" and ""Pleasures and Palaces."" Such shows had a hard time squeezing their epic-size selves into the corsets of book-musical conventions, and they usually died young. I don't foresee a similar fate for ""Anastasia,"" which originated at Hartford Stage in Connecticut and is directed by Darko Tresnjak (a Tony winner for his ingenious staging of ""A Gentleman's Guide to Love & Murder""), with choreography both stately and antic by Peggy Hickey. The cartoon version from 1997 is very fondly remembered by people who saw it as tweens, especially girls. Its Ahrens-Flaherty score included the breakout hit ""Journey to the Past,"" which is repurposed here and sung ardently by Ms. Altomare. So ""Anastasia"" may well tap into the dewy-eyed demographic that made ""Wicked"" such an indestructible favorite of female adolescents. Those without such nostalgic insulation are likely to find this ""Anastasia"" a chore.",New York Times,Ben Brantley,04/24/2017
604,Anastasia,6,‘Anastasia’ on Broadway: review,"A young woman with no memory tries to find out who she is in the new Broadway musical ""Anastasia."" The show, despite being filled with some very good songs and performances, suffers from its own identity crisis. It's got a split personality and is torn between whether it's serious drama or frothy musical comedy. One wishes that the creative team - the same one behind ""Ragtime"" - of Terrence McNally (book), Stephen Flaherty (music) and Lynn Ahrens (lyrics) had found a way to make it cohesive and more balanced.",NY Daily News,Joe Dziemianowicz,04/24/2017
