manual_label,show,rating,title,content,company,author,date
0,King Lear,6,Review: Glenda Jackson Rules a Muddled World in __ing Lear_,"It should surprise no one that Ms. Jackson is delivering a powerful and deeply perceptive performance as the most royally demented of Shakespeare's monarchs. But much of what surrounds her in this glittery, haphazard production seems to be working overtime to divert attention from that performance. That includes a perfectly lovely string quartet - playing original music by Philip Glass, no less - that under other circumstances I would have enjoyed listening to. Here, though, this intermittent concert seems to be competing with, rather than underscoring, Shakespeare's bleakest tragedy. The same might be said of Miriam Buether's blindingly gold set (lighted to sear the eyes by Jane Cox), which blazes with nouveau riche vulgarity.",New York Times,Ben Brantley,2004/4/19
0,Bonnie & Clyde,6,'Bonnie & Clyde',"In short order, this musical vehicle steers straight to the middle of the road.",NY Daily News,Joe Dziemianowicz,2012/1/11
0,The Great Society,7,__he Great Society_ Broadway Review: LBJ Meets His Match _ Again _ As Brian Cox Picks Up Where Bryan Cranston Left Off,"Schenkkan's telling, while necessarily concise, offers few, if any, surprises. Each character and development is no more or less than what anyone with a passing understanding of the age - or a passing grade from first-year college history class - will anticipate.",Deadline,Greg Evans,2010/1/19
2,Vanya and Sonia and Masha and Spike,9,Review: Christopher Durang's 'Vanya and Sonia and Masha and Spike' is a zany joy,"Sigourney Weaver, a longtime collaborator with Durang, plays Masha with flamboyant overacting. She's clearly having a ball; the whole cast is.... Director Nicholas Martin thankfully doesn't rush things, allowing the actors the freedom to extend a scene just a little further with merely a look....It's all a bit silly, a tad daffy and very, very sweet. Thankfully, for a show that both lampoons and honors Chekhov's themes, it doesn't end with the sadness that usually dominates that revered playwright's work. In fact, you can hear the Beatles sing ""Here Comes the Sun.""",Associated Press,Mark Kennedy,3/14/13
0,Burn This,6,Burn This,"Pale is the kind of steamroller role that is irresistible to actors-a sexy beast whose brutish pride masks a deep well of pain-and Driver gives it everything he's got. He's terrific, and slightly terrifying. Even in the vastness of Anna and Larry's open, spare, high-ceilinged loft, there seems barely enough space to contain him.",TimeOut NY,Adam Feldman,4/16/19
2,If/Then,7,Stuck at the Crossroads Between Fate and Choice,"""If/Then,"" you see, is a portrait of alternative existences, of roads taken or not, of the person a person might have been if she had only done this instead of that. If that sounds confusing, don't worry. You may occasionally have trouble keeping the show's twin story lines separate. But you'll never be in any doubt whatsoever as to what the central theme is. That's because Mr. Kitt (music) and Mr. Yorkey (book and lyrics) never let us forget. Until the show's last quarter, when some shadows darken the bright emotional landscape, all the songs are pretty much interchangeable. Whether performed as solos or ensemble pieces, these numbers tend to percolate along, blithely and wonderingly, at the speed of circular thought. They also put to work every metaphor you've heard about the elements of fate, chance and choice that govern our lives...Taken separately, neither plot of ""If/Then"" is terribly compelling or distinctively drawn. Taken together, they feel less like variations on a theme than dogged reiterations of a theme.",New York Times,Ben Brantley,3/30/14
2,The Iceman Cometh,9,Denzel Washington returns to Broadway in The Iceman Cometh: EW review,"With seven hours of angels and five hours of wizards to take in on Broadway this season, can a case be made for four hours of end-of-the-line drunks? Yes, and a good one. The Iceman Cometh, Eugene O'Neill's frequently revived dark meditation on the life-sustaining merits of self-delusion, is in good hands with this latest creative team led by director George C. Wolfe. (That stunning tableau is thanks to lighting designers Jules Fisher and Peggy Eisenhauer; costumes are by Ann Roth and scenic design, Santo Loquasto.)",Entertainment Weekly,Allison Adato,4/26/18
2,Golden Boy,10,Golden Boy,"That line__ike everything in Lincoln Center Theater__ powerhouse revival__omes through with brightly burnished force; the jazz rhythms and escapist pang are pure Odets, In a fall already steeped in excellent revivals__ho__ Afraid of Virginia Woolf?, The Heiress and Glengarry Glen Ross__olden Boy is the champion. Director Bartlett Sher, a superb 19-member ensemble and an ace design crew lift a neglected American classic and send it roaring back into the ring.",Time Out NY,David Cote,2012/6/12
0,Grace,8,There but for the grace of God (or not) go we,"__race_ veers off in interesting directions by moving all the characters _ not just Steve _ outside of their comfort zone. Granted, Wright and director Dexter Bullard overreach at times. Not only does the show proceed in flashback, but both apartments share the set _ the characters are in the same space without being in the same room _ which is more confusing than anything else. And keep an eye on the overhead fan, which changes speed and direction at key moments.",NY Post,Elisabeth Vincentelli,2010/4/12
1,A Streetcar Named Desire,7,"A Streetcar Named Desire Review: On Broadway With A Black Blanche, Blair Underwood","There are two main aesthetic reasons I can think of to justify Mann__ reinterpretation of __ Streetcar Named Desire_ through multi-racial casting _ _ to have the audience look at a classic work in a fresh light, thereby adding to our understanding of it; and to give us the chance to see great actors in roles normally closed to them. The director clearly achieves the first aim. She is only partially successful in the second.",Faster Times,Jonathan Mandell,4/22/12
1,China Doll,8,Review: Al Pacino Rascally in Mamet's Flat 'China Doll',"There's no understudy for Al Pacino in David Mamet's new Broadway play ""China Doll"" -- and nor could there be. No one else could possibly fit into the main character -- a blustery, charming and venal political mover and shaker -- like Pacino. The part has been tailored for him like the snappy three-piece Georgio Armani suit he lounges in. And while the Oscar- and Tony-winner is impossible to stop watching -- mostly because he never leaves the stage and also because the only other character is an assistant -- the play itself is a meandering one-note character study of a doomed man.",Associated Press,Mark Kennedy,2012/4/15
1,Bengal Tiger at the Baghdad Zoo,7,Robin Williams Is Star Casting Done Right in Bengal Tiger at the Baghdad Zoo,"In Joseph__ play, death is no release, just an invitation to endless, one-sided parlay with the Infinite. And nobody does one-sided parlay like Robin Williams, who gives a remarkably continent, almost minimalist performance. He__ star casting done right, where the mere presence of the celebrity performs an estranging effect, goading us with something familiar yet out of place. Who let that guy out of his cage? (Next up: Mel Gibson in The Hairy Ape, please.)",New York Magazine,Scott Brown,3/31/11
0,Side Show,6,"__ide Show,_ theater review","For a musical about true-life conjoined twins Daisy and Violet Hilton, the strange and stirring ""Side Show"" has a nagging habit of losing its grip. Chalk it up to dramatic inconsistencies and thin characterizations. Even so, there's a lot to like about the revised vision...Beyond a laudably offbeat topic, two very good leading ladies and a shadowy, evocative design, this show's most stunning jewels are brilliant songs by composer Henry Krieger and lyricist Bill Russell, who revamped the book with director Bill Condon...Despite its unusual material, this reimagined ""Side Show"" remains standard singing bio. Par for the course, the tale of two long-forgotten curios zips along quickly but feels like a lot is missing -- and what's here is sanitized...We take a journey with these dreamgirls, but there's no truly satisfying payoff -- or a portrait that goes deeper than the skin.",NY Daily News,Joe Dziemianowicz,11/17/14
0,The Cher Show,7,"__he Cher Show_ Review: Powerhouse Performances, Skimpy Story _ Broadway","Believing in life after love turns out to be a surer bet than pinning your hopes on jukebox musicals, no matter how fabulous the subject. The Cher Show, opening tonight at Broadway's Neil Simon Theatre, might not disappoint anyone likely to applaud a Bob Mackie-designed Oscar gown, but neither does it do any boundary-pushing. So very un-Cher.",Deadline,Greg Evans,2012/3/18
